apartment_id,name,num_bedrooms,num_bathrooms,num_beds,area,maximum_guests,rating,review_count,like_count,bedType_name,roomType_name,propertyType_name,nightly_price_vnd,ward,district,city,latitude,longitude,amenities
37775,Broken Rice Home,2,2,2,76,4,0,0,0,Queen Size,Nguyên căn,Căn hộ chung cư,1.7346537109e+06,,Quận 4,Hồ Chí Minh,10.766171188322,106.70426601613,"[""BBQ"",""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
35605,"ღ Isabelle Luxury Homes Landmark 81 ღ  2BRs Modern & Bright Room, LAKE VIEW",2,2,2,78,6,5,1,8,Queen Size,Nguyên căn,Căn hộ dịch vụ,1.9387998718e+06,Phường 22,Bình Thạnh,Hồ Chí Minh,10.7956957,106.7188272,"[""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Gần sân golf"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
38617,M&K Home,1,1,1,30,2,0,0,23,Real Bed,Phòng riêng,Căn hộ Studio,306101.51,,Tân Bình,Hồ Chí Minh,10.8156752,106.6746656,"[""Bếp điện"",""Tủ lạnh"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Bếp Ga"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
69328,Instagram-House @center BENTHANH @DISTRICT 1,1,1,3,60,5,0,0,4,Real Bed,Nguyên căn,Khác,400286.59,Bến Thành,Quận 1,Hồ Chí Minh,10.7712656,106.6911535,"[""Wifi"",""Điều hoà"",""Dầu gội, dầu xả"",""Smart tivi""]"
29624,Up & Down Home Sunrise City View,3,2,3,104,6,0,0,2,King size,Nguyên căn,Căn hộ chung cư,5.3061519445e+06,Tân Hưng,Quận 7,Hồ Chí Minh,10.7455781,106.7010799,"[""BBQ"",""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Bể Bơi"",""Khăn tắm"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy""]"
36800,"RedDoorz Plus Family Room, Nguyen Thi Thap Street- HO 1953 ",1,1,2,35,4,0,0,0,Queen Size,Phòng riêng,Căn hộ Studio,530497.4631,,Quận 7,Hồ Chí Minh,10.7394389,106.7053305,"[""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Nước khoáng"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ""]"
31866,RedDoorz Superior Room Near Russian Market﻿ - HO 1163,1,1,1,22,2,0,0,11,Queen Size,Phòng riêng,Căn hộ chung cư,510247.6709,Cô Giang,Quận 1,Hồ Chí Minh,10.763763141447,106.6955479881,"[""Tủ lạnh"",""Wifi"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Smart tivi"",""Máy sấy""]"
37708,*202* - Phòng dễ thương có phòng tắm riêng và bàn làm việc,1,1,1,15,3,5,7,16,Queen Size,Phòng riêng,Nhà riêng,315284.5553,,Quận 3,Hồ Chí Minh,10.7719834,106.6847133,"[""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Wifi"",""TV"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Smart tivi"",""Máy sấy"",""Internet""]"
29306,Two beds room apartment in D.2 ღ GLENWOOD Suites ღ  #No1,2,2,2,45,4,0,0,5,King size,Nguyên căn,Căn hộ dịch vụ,1.1773135e+06,Thảo Điền,Quận 2,Hồ Chí Minh,10.8068438,106.7319643,"[""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Wifi"",""TV"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy""]"
34040,Cozrum Homes ✯ 1BR Gorgeous Design @Tokyo Downtown,1,1,1,25,2,0,0,2,Queen Size,Phòng riêng,Căn hộ Studio,561107.6141,,Quận 1,Hồ Chí Minh,10.7762842,106.7009679,"[""Bếp điện"",""Tủ lạnh"",""Wifi"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
40997,Cozrum Homes ★ 1BR Balcony Room near Ben Thanh!,1,1,1,20,2,0,0,2,Queen Size,Phòng riêng,Căn hộ Studio,753480.64,Cầu Ông Lãnh,Quận 1,Hồ Chí Minh,10.7675699,106.7021022,"[""Bếp điện"",""Tủ lạnh"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
38773,DOBE.1*TRADITION∞CULTURE*Privateroom@BUIVIEN,1,1,2,50,4,0,0,1,Queen Size,Phòng riêng,Khác,518017.94,,Quận 1,Hồ Chí Minh,10.7756587,106.7004238,"[""Điều hoà"",""Máy giặt"",""Dầu gội, dầu xả"",""Smart tivi""]"
34943,Big Apartment || Full Kitchen || Near Airport - HO 1306,1,1,1,30,2,5,1,9,Real Bed,Phòng riêng,Căn hộ Studio,474457.3405,Phường 13,Tân Bình,Hồ Chí Minh,10.804506,106.6426049,"[""Bếp điện"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
23013,★선라이즈(호텔식) SunriseCity Luxury 3bed2bath SW POOL#3,3,2,3,105,6,0,0,0,Queen Size,Nguyên căn,Căn hộ chung cư,2.33108073e+06,,Quận 7,Hồ Chí Minh,10.7440975,106.7015257,"[""Lò vi sóng"",""Tủ lạnh"",""Wifi"",""Ban Công"",""TV"",""Điều hoà"",""Máy giặt"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Bể Bơi"",""Bếp Ga"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Máy sấy""]"
19634,NHÀ SAIGON | Rustic Style & Spacious Room L3,1,1,1,35,2,5,1,15,Queen Size,Phòng riêng,Nhà riêng,449027.3689,,Bình Thạnh,Hồ Chí Minh,10.7906099,106.710029,"[""Wifi"",""Điều hoà"",""Máy giặt"",""Đệm bổ sung"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Khăn tắm"",""Xà phòng tắm"",""Máy sấy""]"
29174,Standard studio*1 min walking to Bui Vien* Clean & Safe,1,1,1,20,2,0,0,44,Queen Size,Phòng riêng,Căn hộ Studio,408056.85909999994,Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,10.765553,106.691619,"[""Bếp điện"",""Tủ lạnh"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Đệm bổ sung"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bếp Ga"",""Khăn tắm"",""Xà phòng tắm"",""Smart tivi"",""Máy sấy""]"
27706,ANN Homestay,1,1,1,30,4,0,0,7,Queen Size,Nguyên căn,Căn hộ Studio,397931.963,Tân Thới Nhất,Quận 12,Hồ Chí Minh,10.8297249,106.6231798,"[""Bếp điện"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""Ban Công"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Đệm bổ sung"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Khăn tắm"",""Xà phòng tắm"",""Ghế massage"",""Máy sấy""]"
22357,"Fantastic fully equipped serviced apartment- Center of District 1 near Ben Thanh market, Bui Vien Street",1,1,1,30,2,0,0,9,King size,Phòng riêng,Căn hộ dịch vụ,588656.75,Cầu Kho,Quận 1,Hồ Chí Minh,10.757272733598,106.68929735303,"[""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Smart tivi""]"
40424,Kim house - Private room in central HCMC,1,2,1,18,2,5,1,19,Twins Bed,Phòng riêng,Nhà riêng,306101.51,Cầu Kho,Quận 1,Hồ Chí Minh,10.7680131,106.6954728,"[""Tủ lạnh"",""Wifi"",""Ban Công"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Nước khoáng"",""Bếp Ga"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
34063,Cozrum Homes ✯ 1BR Private Corner @City Centre,1,1,1,25,2,0,0,2,Queen Size,Phòng riêng,Căn hộ Studio,510247.6709,,Quận 1,Hồ Chí Minh,10.7762842,106.7009679,"[""Bếp điện"",""Tủ lạnh"",""Wifi"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
30671,Luxury 2BR Sky Duplex Apt-Resort Style in Saigon,2,2,2,105,6,5,1,4,Queen Size,Nguyên căn,Căn hộ chung cư,1.3265968518e+06,Thạnh Mỹ Lợi,Quận 2,Hồ Chí Minh,10.7769547,106.7575528,"[""BBQ"",""Bếp điện"",""Cảnh quan đẹp"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy""]"
68106,Hamonious home at Saigon center I Free pool gym,1,1,1,30,2,0,0,5,King size,Nguyên căn,Căn hộ chung cư,785739.0299,Phường 1,Quận 4,Hồ Chí Minh,10.7577298,106.6926347,"[""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
69360,♡ Đông Sen Service APT ♡ Quận 7 room with window near Q1 central #2,1,1,1,20,2,0,0,0,Bunk bed,Phòng riêng,Khác,326586.7649,,Quận 7,Hồ Chí Minh,10.7453971,106.7324964,"[""Tủ lạnh"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Internet"",""Cửa sổ""]"
34053,Cho thuê căn hộ dịch vụ 2 PN ngắn ngày cao cấp 5* tại Vinhome Central park,2,2,2,85,6,0,0,0,King size,Nguyên căn,Căn hộ dịch vụ,1.8877044659000002e+06,Phường 22,Bình Thạnh,Hồ Chí Minh,10.7937418,106.7239916,"[""Cho thú cưng"",""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Hướng biển"",""Gần sân golf"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Bếp Ga"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Bể bơi cá nhân"",""Nhà bếp""]"
26582,AN Nguyen Trai BB near Bui Vien walking street D1,1,1,1,25,2,0,0,0,Queen Size,Nguyên căn,Căn hộ Studio,743826.6693000001,,Quận 1,Hồ Chí Minh,10.7637592,106.6875202,"[""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Wifi"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Đệm bổ sung"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Nhà bếp""]"
38395,Big 4BRs with great view and location in HCMCenter,4,4,7,150,15,0,0,1,Queen Size,Nguyên căn,Biệt Thự,9.13595276e+06,,Quận 1,Hồ Chí Minh,10.7756587,106.7004238,"[""Bếp điện"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
19865,Kiko Homestay #3,1,1,1,35,2,0,0,2,King size,Phòng riêng,Căn hộ Studio,706388.1,,Quận 1,Hồ Chí Minh,10.7792447,106.7046168,"[""Bếp điện"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Máy sấy""]"
28735,SAIGON ROYAL-3BR 3WC-10 STARS-180m2-SG CENTER WITH BEST VIEW,3,3,3,180,7,0,0,2,King size,Nguyên căn,Căn hộ dịch vụ,8.4182624504e+06,Phường 12,Quận 4,Hồ Chí Minh,10.767112939484,106.70392505026,"[""BBQ"",""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Hướng biển"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Đệm bổ sung"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy""]"
35047,Cozrum Homes ✯ 1BR Cozy Studio w Unique Design,1,1,1,20,2,0,0,4,Queen Size,Phòng riêng,Căn hộ Studio,642813.171,Đa Kao,Quận 1,Hồ Chí Minh,10.78805594181,106.69769855086,"[""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Wifi"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
33269,SHIN'S HIDEOUT - Lovely studio with city view,1,1,1,36,3,5,2,14,Queen Size,Nguyên căn,Căn hộ Studio,489762.416,Phường 22,Bình Thạnh,Hồ Chí Minh,10.793705958522,106.71818426931,"[""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Bếp Ga"",""Khăn tắm"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
67770,"Kết Homestay 1,Phạm Ngũ Lão,Quận 1,Tp HCM",1,1,1,50,4,0,0,3,Twins Bed,Nguyên căn,Căn hộ Studio,400286.59,Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,10.7704078,106.6936922,"[""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Đệm bổ sung"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Tủ đựng rượu"",""Máy sấy"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
